"column","district","restaurantName","address","contactInfo","googlereviewlink","openingtime","latitude","longitude","ratingintotaloffive","ratingcategories","restauranttype","restaurantcoverphotourl"
"55","水源街","樂園臭臭鍋","251新北市淡水區水源街二段80號","0968-703-918","https://reurl.cc/516Y67","星期一~星期五:16:00–22:00/星期六、星期日:休息","25.1741573","121.448784","4.7","4.5分或以上","火鍋餐廳","https://raw.githubusercontent.com/paulLamProgramming/foodmapimageinTamsui/main/%E6%B0%B4%E6%BA%90%E8%A1%97github2/%E6%A8%82%E5%9C%92%E8%87%AD%E8%87%AD%E9%8D%8B/IMG_8195.PNG"
"56","水源街","高松日式屋","251新北市淡水區水源街二段92巷13號","(02) 226221715","https://reurl.cc/eDrqRR","星期一~星期六:11:00–16:00、17:00–20:30/星期日:休息","25.1734961","121.4498113","4.1","4分或以上","日式料理餐廳","https://github.com/paulLamProgramming/foodmapimageinTamsui/blob/main/%E6%B0%B4%E6%BA%90%E8%A1%97github/%E9%AB%98%E6%9D%BE%E6%97%A5%E5%BC%8F%E5%B1%8B/%E9%AB%98%E6%9D%BE1.jpg?raw=true"
"57","水源街","幸宗壽司","251新北市淡水區水源街二段58號","(02) 226294621","https://reurl.cc/aV3QoG","星期一~星期五、星期日:11:00–20:30/星期六:休息","25.1739431","121.4483716","4.7","4.5分或以上","壽司店","https://github.com/paulLamProgramming/foodmapimageinTamsui/blob/main/%E6%B0%B4%E6%BA%90%E8%A1%97github/%E5%B9%B8%E5%AE%97%E5%A3%BD%E5%8F%B8/S__381657096.jpg?raw=true"
"58","水源街","蛋白盒子TheProteinbox-淡江圖側店","251新北市淡水區水源街二段52號","(02)2620-9010/LINE:@517acvjw","https://reurl.cc/v7lVye","星期一~星期五:11:00–14:00、17:00–20:00/星期六、星期日:休息","25.1738246","121.4482119","4.9","4.5分或以上","健康餐廳","https://github.com/paulLamProgramming/foodmapimageinTamsui/blob/main/%E6%B0%B4%E6%BA%90%E8%A1%97github/%E8%9B%8B%E7%99%BD%E7%9B%92%E5%AD%90TheProteinbox-%E6%B7%A1%E6%B1%9F%E5%9C%96%E5%81%B4%E5%BA%97/IMG_8201.PNG?raw=true"
"59","水源街","金亨殿韓國料理‧嫩豆腐煲專門店","251新北市淡水區水源街二段40號2樓","(02)2621-8118/LINE:@838leylj","https://reurl.cc/gDO9kb","星期一、星期二、星期四~星期日:12:00–22:00/星期三:休息","25.1737797","121.4477701","4.9","4.5分或以上","韓式料理餐廳","https://raw.githubusercontent.com/paulLamProgramming/foodmapimageinTamsui/main/%E6%B0%B4%E6%BA%90%E8%A1%97github/%E9%87%91%E4%BA%A8%E6%AE%BF%E9%9F%93%E5%9C%8B%E6%96%99%E7%90%86%20.%20%E5%AB%A9%E8%B1%86%E8%85%90%E7%85%B2%E5%B0%88%E9%96%80%E5%BA%97/IMG_8208.PNG"
"60","水源街","早安兔寶堡","251新北市淡水區水源街二段46號","0913-757-365","https://reurl.cc/dDER0M","星期二~星期日:09:00–15:00/星期一:休息","25.1736551","121.4479905","4.1","4分或以上","早午餐店","https://github.com/paulLamProgramming/foodmapimageinTamsui/blob/main/%E6%B0%B4%E6%BA%90%E8%A1%97github/%E6%97%A9%E5%AE%89%E5%85%94%E5%AF%B6%E5%A0%A1/IMG_8214.PNG?raw=true"
"61","大田寮","董家炒飯","251新北市淡水區學府路203號","(02) 226223198","https://reurl.cc/zYV0xp","星期一~星期四、星期六:10:30-14:30、16:30–21:30/星期日:10:30-14:30、17:00-21:30/星期五:休息","25.1753057","121.4437569","4","4分或以上","台式料理店","https://github.com/paulLamProgramming/foodmapimageinTamsui/blob/main/%E5%A4%A7%E7%94%B0%E5%AF%AEgithub2/%E8%91%A3%E5%AE%B6%E7%82%92%E9%A3%AF/S__381779981.jpg?raw=true"
"62","大田寮","十指大丼","251新北市淡水區學府路188號","0960-772-112","https://reurl.cc/ZW0DrW","星期一~星期六:11:30–14:30、17:00–20:30/星期日:休息","25.1759639","121.444108","4.4","4分或以上","定食餐廳","https://raw.githubusercontent.com/paulLamProgramming/foodmapimageinTamsui/main/%E5%A4%A7%E7%94%B0%E5%AF%AEgithub/%E5%8D%81%E6%8C%87%E5%A4%A7%E4%B8%BC/IMG_8215.PNG"
"63","大田寮","鍋台銘時尚湯鍋 淡大店","251新北市淡水區學府路211-10號","(02) 226255222","https://reurl.cc/658Wr6","星期一~星期日:10:30-1:00","25.1762826","121.4442198","4.6","4.5分或以上","火鍋餐廳","https://github.com/paulLamProgramming/foodmapimageinTamsui/blob/main/%E5%A4%A7%E7%94%B0%E5%AF%AEgithub2/%E9%8D%8B%E5%8F%B0%E9%8A%98%E6%99%82%E5%B0%9A%E6%B9%AF%E9%8D%8B%20%E6%B7%A1%E5%A4%A7%E5%BA%97/S__381779993.jpg?raw=true"
"64","大田寮","淘鍋百元鍋物-淡水總店","251新北市淡水區學府路186號","(02) 226262489","https://reurl.cc/LAEYR9","星期一~星期日:11:00-3:00","25.1758113","121.4439819","4.7","4.5分或以上","火鍋餐廳","https://github.com/paulLamProgramming/foodmapimageinTamsui/blob/main/%E5%A4%A7%E7%94%B0%E5%AF%AEgithub2/%E6%B7%98%E9%8D%8B%E7%99%BE%E5%85%83%E9%8D%8B%E7%89%A9-%E6%B7%A1%E6%B0%B4%E7%B8%BD%E5%BA%97/S__381771798.jpg?raw=true"
"65","大田寮","Bonbon 美式早餐","251新北市淡水區學府路200號","(02) 226215989","https://reurl.cc/4oAErY","星期一~星期六:06:30–13:30/星期日:休息","25.1760947","121.4445504","4.2","4分或以上","早午餐餐廳","https://github.com/paulLamProgramming/foodmapimageinTamsui/blob/main/%E5%A4%A7%E7%94%B0%E5%AF%AEgithub/Bonbon%20%E7%BE%8E%E5%BC%8F%E6%97%A9%E9%A4%90/IMG_8223.PNG?raw=true"
"66","大田寮","呷子園","251新北市淡水區學府路189號","(02) 226209722","https://reurl.cc/kX6mm9","星期一~星期五:11:20–14:20、17:20–20:50/星期六、星期日:休息","25.1749315","121.4439206","4.2","4分或以上","台式料理店","https://github.com/paulLamProgramming/foodmapimageinTamsui/blob/main/%E5%A4%A7%E7%94%B0%E5%AF%AEgithub/%E5%91%B7%E5%AD%90%E5%9C%92/%E5%91%B7%E5%AD%90%E5%9C%921.jpg?raw=true"
"67","大田寮","手工蒸餃","251新北市淡水區學府路211-9號","無","https://reurl.cc/dDYRRk","星期一~星期六:11:30-14:00、17:00-19:30/星期日:休息","25.1763433","121.2562317","4","4分或以上","餃子店","https://github.com/paulLamProgramming/foodmapimageinTamsui/blob/main/%E5%A4%A7%E7%94%B0%E5%AF%AEgithub/%E6%89%8B%E5%B7%A5%E8%92%B8%E9%A4%83/%E8%92%B8%E9%A4%831.jpg?raw=true"
"68","大田寮","一級棒碳烤","251新北市淡水區學府路192號","(02) 286316661","https://reurl.cc/eDrqjm","星期一~星期日:16:30-0:00","25.1770734","121.3149801","3.9","3分或以上","串燒烤肉店","https://raw.githubusercontent.com/paulLamProgramming/foodmapimageinTamsui/main/%E5%A4%A7%E7%94%B0%E5%AF%AEgithub/%E4%B8%80%E7%B4%9A%E6%A3%92%E7%A2%B3%E7%83%A4/%E4%B8%80%E7%B4%9A%E6%A3%921.jpg"
"69","大田寮","中日和風飯館","251新北市淡水區學府路184號","(02) 226220595","https://reurl.cc/VL9KyN","星期一~星期日:11:00-14:30、17:00-21:00","25.1757945","121.4440624","4","4分或以上","日式料理餐廳","https://raw.githubusercontent.com/paulLamProgramming/foodmapimageinTamsui/main/%E5%A4%A7%E7%94%B0%E5%AF%AEgithub/%E4%B8%AD%E6%97%A5%E5%92%8C%E9%A2%A8%E9%A3%AF%E9%A4%A8/S__381681695.jpg"
"70","大田寮","學府銀記桂林米粉","251新北市淡水區學府路182號","0972-830-998","https://reurl.cc/QXM082","星期一~星期五、星期日:11:30-14:00、17:00-20:30/星期六:休息","25.1757588","121.4466305","4.7","4.5分或以上","米粉店","https://raw.githubusercontent.com/paulLamProgramming/foodmapimageinTamsui/main/%E5%A4%A7%E7%94%B0%E5%AF%AEgithub2/%E5%AD%B8%E5%BA%9C%E9%8A%80%E8%A8%98%E6%A1%82%E6%9E%97%E7%B1%B3%E7%B2%89/%E9%8A%80%E8%A8%981.jpg"
"71","大田寮","丘山雨林素食","251新北市淡水區學府路180號1樓","(02) 226235222","https://reurl.cc/XEzoOE","星期二~星期日:11:30-14:00、17:30-20:00/星期一:休息","25.1757418","121.443952","4.7","4.5分或以上","素食餐廳","https://github.com/paulLamProgramming/foodmapimageinTamsui/blob/main/%E5%A4%A7%E7%94%B0%E5%AF%AEgithub/%E4%B8%98%E5%B1%B1%E9%9B%A8%E6%9E%97%E7%B4%A0%E9%A3%9F/%E4%B8%98%E5%B1%B1%E9%9B%A8%E6%9E%971.jpg?raw=true"
"72","大田寮","大吉祥香豆富","251新北市淡水區學府路171號","(02) 226210719","https://reurl.cc/8jkQrM","星期一~星期日:11:00-20:00","25.1743049","121.4436849","4","4分或以上","滷味店","https://github.com/paulLamProgramming/foodmapimageinTamsui/blob/main/%E5%A4%A7%E7%94%B0%E5%AF%AEgithub/%E5%A4%A7%E5%90%89%E7%A5%A5%E9%A6%99%E8%B1%86%E5%AF%8C/%E9%A6%99%E8%B1%86%E5%AF%8C1.jpg?raw=true"
"73","大田寮","QP CAFE","251新北市淡水區學府路152號","(02) 226224556","https://reurl.cc/kXRmYL","星期一~星期日:12:00-18:00","25.1742739","121.4440054","4.4","4分或以上","咖啡廳","https://github.com/paulLamProgramming/foodmapimageinTamsui/blob/main/%E5%A4%A7%E7%94%B0%E5%AF%AEgithub/QP%20CAFE/IMG_8228.PNG?raw=true"
"74","大田寮","雞婆鹽水雞","251新北市淡水區學府路211之8號","0916-055-356","https://reurl.cc/y7p238","星期一~星期日:16:30-0:00","25.1775123","121.2555435","4.7","4.5分或以上","雞肉餐廳","https://github.com/paulLamProgramming/foodmapimageinTamsui/blob/main/%E5%A4%A7%E7%94%B0%E5%AF%AEgithub2/%E9%9B%9E%E5%A9%86%E9%B9%BD%E6%B0%B4%E9%9B%9E/IMG_8234.PNG?raw=true"
"75","大田寮","淡水憶長安-陝西美食","251新北市淡水區學府路211-8號","0928-983-911","https://reurl.cc/EoAO8g","星期二~星期六:12:00-14:00、17:30-20:30 /星期一、星期日:休息","25.1765284","121.4445942","4.9","4.5分或以上","中式料理餐廳","https://github.com/paulLamProgramming/foodmapimageinTamsui/blob/main/%E5%A4%A7%E7%94%B0%E5%AF%AEgithub/(%E6%9C%89%E6%94%B9%E5%9C%96%E7%89%87)%E6%B7%A1%E6%B0%B4%E6%86%B6%E9%95%B7%E5%AE%89-%E9%99%9D%E8%A5%BF%E7%BE%8E%E9%A3%9F/S__381779970.jpg?raw=true"
"76","大田寮","八兩特大雞排","251新北市淡水區學府路170號","(02) 286317025","https://reurl.cc/GA1MZv","星期一~星期五、星期日:16:00-1:30/星期六:休息","25.1752403","121.443944","4.4","4分或以上","炸物店","https://raw.githubusercontent.com/paulLamProgramming/foodmapimageinTamsui/main/%E5%A4%A7%E7%94%B0%E5%AF%AEgithub/%E5%85%AB%E5%85%A9%E7%89%B9%E5%A4%A7%E9%9B%9E%E6%8E%92/S__381681674.jpg"
"77","大田寮","嘟嘟牛牛排館","251新北市淡水區學府路187號","(02) 226232333","https://reurl.cc/aVo65l","星期一~星期五:16:00–22:00/星期六、星期日:休息","25.1749213","121.4439158","4.8","4.5分或以上","美式扒房","https://raw.githubusercontent.com/paulLamProgramming/foodmapimageinTamsui/main/%E5%A4%A7%E7%94%B0%E5%AF%AEgithub2/%E5%98%9F%E5%98%9F%E7%89%9B%E7%89%9B%E6%8E%92%E9%A4%A8/IMG_8240.PNG"
"78","大田寮","多朗克美式早餐","251新北市淡水區學府路191號","(02) 226263238","https://reurl.cc/51m0gM","星期一~星期三、星期五~星期日:7:00-15:30/星期四:休息","25.1749439","121.4439153","4.3","4分或以上","早午餐餐廳","https://raw.githubusercontent.com/paulLamProgramming/foodmapimageinTamsui/main/%E5%A4%A7%E7%94%B0%E5%AF%AEgithub/%E5%A4%9A%E6%9C%97%E5%85%8B%E7%BE%8E%E5%BC%8F%E6%97%A9%E9%A4%90/S__381771780.jpg"
"79","大田寮","淡水鴉片粉圓","251新北市淡水區學府路162號","(02) 226269931","https://reurl.cc/K0GV69","星期一~星期日:12:00-0:00","25.174814","121.4441679","4.2","4分或以上","甜品店","https://raw.githubusercontent.com/paulLamProgramming/foodmapimageinTamsui/main/%E5%A4%A7%E7%94%B0%E5%AF%AEgithub2/%E6%B7%A1%E6%B0%B4%E9%B4%89%E7%89%87%E7%B2%89%E5%9C%93/S__381771806.jpg"
"80","大田寮","小石府石頭小火鍋","251新北市淡水區學府路211-13號","(02) 226267526","https://reurl.cc/GA1Mkv","星期一~星期五:11:00-17:00/星期六、星期日:休息","25.1761084","121.4441067","4.6","4.5分或以上","火鍋餐廳","https://github.com/paulLamProgramming/foodmapimageinTamsui/blob/main/%E5%A4%A7%E7%94%B0%E5%AF%AEgithub/%E5%B0%8F%E7%9F%B3%E5%BA%9C%E7%9F%B3%E9%A0%AD%E5%B0%8F%E7%81%AB%E9%8D%8B/S__381681685.jpg?raw=true"
"81","淡大校內","QP terrace 覺軒會館","251新北市淡水區英專路151號","0933-206-044","https://reurl.cc/GA9WNW","星期一~星期日:11:30–19:00","25.17367","121.445911","4.4","4分或以上","義式料理餐廳","https://github.com/paulLamProgramming/foodmapimageinTamsui/blob/main/%E6%B7%A1%E5%A4%A7%E6%A0%A1%E5%85%A7/QP%20terrace%20%E8%A6%BA%E8%BB%92%E6%9C%83%E9%A4%A8/IMG_8132.PNG?raw=true"
"82","淡大校內","古今中外咖啡廳","251新北市淡水區英專路151號","0981-753-993","https://reurl.cc/qLxQKg","星期一~星期五:11:00–16:00/星期六、星期日:休息","25.1750629","121.4482412","4.1","4分或以上","排餐餐廳","https://github.com/paulLamProgramming/foodmapimageinTamsui/blob/main/%E6%B7%A1%E5%A4%A7%E6%A0%A1%E5%85%A7/%E5%8F%A4%E4%BB%8A%E4%B8%AD%E5%A4%96%E5%92%96%E5%95%A1%E5%BB%B3/IMG_8142.PNG?raw=true"
"83","淡大校內","小木屋鬆餅 淡江大學店","251新北市淡水區英專路151號","(02) 226227901","https://reurl.cc/11dykW","星期一~星期五:09:30–19:00/星期六、星期日:10:00–18:00","25.1759466","121.4471247","4.6","4.5分或以上","輕食餐廳","https://raw.githubusercontent.com/paulLamProgramming/foodmapimageinTamsui/b8b61a02cd4493eb5f6e4745e1534f09b931ee96/%E6%B7%A1%E5%A4%A7%E6%A0%A1%E5%85%A7/%E5%B0%8F%E6%9C%A8%E5%B1%8B%E9%AC%86%E9%A4%85%20%E6%B7%A1%E6%B1%9F%E5%A4%A7%E5%AD%B8%E5%BA%97/IMG_8144.PNG"
"84","淡大校內","藍白小鎮-淡大店","251新北市淡水區英專路151號","(02) 226231061","https://reurl.cc/516YXn","星期一~星期五:10:00–18:00/星期六:11:00–17:00/星期日:休息","25.176721","121.447863","4.8","4.5分或以上","咖啡廳","https://raw.githubusercontent.com/paulLamProgramming/foodmapimageinTamsui/b8b61a02cd4493eb5f6e4745e1534f09b931ee96/%E6%B7%A1%E5%A4%A7%E6%A0%A1%E5%85%A7/%E8%97%8D%E7%99%BD%E5%B0%8F%E9%8E%AE-%E6%B7%A1%E5%A4%A7%E5%BA%97/IMG_8151.PNG"
"85","淡大校內","淡江大學美食廣場","251新北市淡水區英專路151號松濤館(Z)","無","https://reurl.cc/M8aq94","星期一~星期五:07:00–19:30/星期六、星期日:休息","25.1750113","121.4497382","4.7","4.5分或以上","自助餐店","https://raw.githubusercontent.com/paulLamProgramming/foodmapimageinTamsui/b8b61a02cd4493eb5f6e4745e1534f09b931ee96/%E6%B7%A1%E5%A4%A7%E6%A0%A1%E5%85%A7/%E6%B7%A1%E6%B1%9F%E5%A4%A7%E5%AD%B8%E7%BE%8E%E9%A3%9F%E5%BB%A3%E5%A0%B4(%E7%84%A1%E8%8F%9C%E5%96%AE%E3%80%81%E5%BA%97%E9%9D%A2)/IMG_8163.PNG"
